9.650865197181701660e-01,0.000000000000000000e+00,4.752747058868408203e+00
-1.220056772232055664e+00,-1.117671489715576172e+00,4.558757781982421875e+00
1.848148107528686523e-01,2.105859279632568359e+00,4.364768028259277344e+00
1.505760312080383301e+00,-1.963999271392822266e+00,4.170778274536132812e+00
-2.733382225036621094e+00,4.834992587566375732e-01,3.976788520812988281e+00
2.560689210891723633e+00,1.628896117210388184e+00,3.782798528671264648e+00
-8.468239307403564453e-01,-3.150132656097412109e+00,3.588809251785278320e+00
-1.596308469772338867e+00,3.073596954345703125e+00,3.394819498062133789e+00
3.422362565994262695e+00,-1.249848008155822754e+00,3.200829982757568359e+00
-3.517244100570678711e+00,-1.451862335205078125e+00,3.006839990615844727e+00
1.674489140510559082e+00,3.578261613845825195e+00,2.812850475311279297e+00
1.221633553504943848e+00,-3.894762992858886719e+00,2.618860960006713867e+00
-3.633883953094482422e+00,2.105917930603027344e+00,2.424870729446411133e+00
4.205742359161376953e+00,9.246074557304382324e-01,2.230881690979003906e+00
-2.531295299530029297e+00,-3.600502490997314453e+00,2.036891698837280273e+00
-5.764830708503723145e-01,4.448750019073486328e+00,1.842902064323425293e+00
3.487417221069335938e+00,-2.939219236373901367e+00,1.648912191390991211e+00
-4.622409343719482422e+00,-1.911288648843765259e-01,1.454922795295715332e+00
3.319422721862792969e+00,3.303252935409545898e+00,1.260933160781860352e+00
-2.185281068086624146e-01,-4.725872993469238281e+00,1.066943287849426270e+00
-3.056502819061279297e+00,3.662750482559204102e+00,8.729537129402160645e-01
4.759093284606933594e+00,-6.403428316116333008e-01,6.789638400077819824e-01
-3.960997343063354492e+00,-2.755956888198852539e+00,4.849744141101837158e-01
1.062536835670471191e+00,4.722959041595458984e+00,2.909843325614929199e-01
2.410703182220458984e+00,-4.207029819488525391e+00,9.699501097202301025e-02
-4.619389057159423828e+00,1.473715066909790039e+00,-9.699486196041107178e-02
4.394633293151855469e+00,2.030400037765502930e+00,-2.909847497940063477e-01
-1.862927556037902832e+00,-4.451325416564941406e+00,-4.849742650985717773e-01
-1.625235438346862793e+00,4.518585681915283203e+00,-6.789636611938476562e-01
4.222807884216308594e+00,-2.219424009323120117e+00,-8.729534745216369629e-01
-4.574665546417236328e+00,-1.205847620964050293e+00,-1.066943049430847168e+00
2.532723665237426758e+00,3.938953876495361328e+00,-1.260933041572570801e+00
7.835639119148254395e-01,-4.559520244598388672e+00,-1.454922676086425781e+00
-3.605899810791015625e+00,2.792592763900756836e+00,-1.648912072181701660e+00
4.470633029937744141e+00,3.703395128250122070e-01,-1.842902064323425293e+00
-2.988826513290405273e+00,-3.230787277221679688e+00,-2.036891937255859375e+00
2.102738991379737854e-02,4.306126594543457031e+00,-2.230880737304687500e+00
2.821910381317138672e+00,-3.110758781433105469e+00,-2.424871206283569336e+00
-4.064439773559570312e+00,3.766912817955017090e-01,-2.618860960006713867e+00
3.146944999694824219e+00,2.388431310653686523e+00,-2.812850952148437500e+00
-6.810923218727111816e-01,-3.743664264678955078e+00,-3.006840467453002930e+00
-1.940494179725646973e+00,3.083694219589233398e+00,-3.200829744338989258e+00
3.340234756469726562e+00,-9.154399633407592773e-01,-3.394819498062133789e+00
-2.902134656906127930e+00,-1.489315748214721680e+00,-3.588809728622436523e+00
1.054973602294921875e+00,2.845603704452514648e+00,-3.782799005508422852e+00
1.046605229377746582e+00,-2.570947647094726562e+00,-3.976788282394409180e+00
-2.236350536346435547e+00,1.059878945350646973e+00,-4.170778274536132812e+00
2.020126342773437500e+00,6.228071451187133789e-01,-4.364768028259277344e+00
-8.366162180900573730e-01,-1.427516222000122070e+00,-4.558757305145263672e+00
-2.026185542345046997e-01,9.435775876045227051e-01,-4.752747058868408203e+00
